"","system.index","X2022.09.08","X2022.09.15","X2022.09.22","X2022.09.29","X2022.10.06","X2022.10.13","X2022.10.20","X2022.10.27","X2022.11.03","X2022.11.10","X2022.11.17","X2022.11.24","X2022.12.01","X2022.12.08","X2022.12.15","X2022.12.22","X2022.12.29","X2023.01.05","X2023.01.12","X2023.01.19","X2023.01.26","X2023.02.02","X2023.02.09","X2023.02.16","X2023.02.23","X2023.03.02","X2023.03.09","X2023.03.16","X2023.03.23","X2023.03.30","X2023.04.06","X2023.04.13","X2023.04.20","X2023.04.27","X2023.05.04","X2023.05.11","X2023.05.18","X2023.05.25","X2023.06.01","X2023.06.08","X2023.06.15","X2023.06.22","X2023.06.29","X2023.07.06","X2023.07.13","X2023.07.20","X2023.07.27","X2023.08.03","X2023.08.10","X2023.08.17","X2023.08.24","X2023.08.31","X2023.09.07","X2023.09.14","X2023.09.21","X2023.09.28","X2023.10.05","X2023.10.12","X2023.10.19","X2023.10.26","X2023.11.02","X2023.11.09","X2023.11.16","X2023.11.23","X2023.11.30","X2023.12.07","X2023.12.14","X2023.12.21","X2023.12.28","X2024.01.04","X2024.01.11","X2024.01.18","X2024.01.25","X2024.02.01","X2024.02.08","X2024.02.15","X2024.02.22","X2024.02.29","X2024.03.07","X2024.03.14","X2024.03.21","X2024.03.28","X2024.04.04","X2024.04.11","X2024.04.18","X2024.04.25","X2024.05.02","X2024.05.09","X2024.05.16","X2024.05.23","X2024.05.30","X2024.06.06","X2024.06.13","X2024.06.20","X2024.06.27","X2024.07.04","X2024.07.11","X2024.07.18","X2024.07.25","X2024.08.01","X2024.08.08","X2024.08.15","X2024.08.22","X2024.08.29","X2024.09.05","id",".geo","X2024.09.14","X2024.09.21","X2024.09.28","X2024.10.05"
"1","0_0000000000000000001d",8.77065523809524,7.9869477658905,5.50889775795281,6.11990843995774,7.40600535296086,7.7384,6.84478225143796,8.17632053702538,9.69312436804854,12.3461,7.78842235004108,5.02503697617091,8.2509604519774,10.8892666666667,7.16588214579176,4.66639276910435,8.23659819227609,11.0652888888889,7.24151797941855,6.22575282701413,10.5727745823062,6.7222,6.53005269320843,5.65613215859031,5.71059983566146,8.575,11.8050222222222,4.92909504550051,6.51922907488987,11.2943666666667,9.52188888888889,6.14882497945768,7.43717474664476,12.2854940213971,7.96260952380952,9.16028876628712,8.80597292326955,12.8855333333333,13.2866466666667,9.06800876472199,8.77530345471522,9.0730836952694,11.8720742534302,9.90193333333333,8.66424267324021,8.55090386195563,8.47755308392315,16.2101238095238,8.22207174323474,8.09559807489142,7.66798137496576,10.9889142857143,9.25130101342098,7.71982040145557,8.78237581825183,5.42366666666667,7.04676082862524,1.70491646124349,3.63014516570802,1.07873333333333,1.79923582580115,1.71779575328615,1.1236563876652,2.22170666666667,2.21221772834513,2.01715712187959,0.864196110654615,4.48951904761905,1.04924444444444,1.60195278111245,1.54011914543961,2.12813215859031,1.04306666666667,1.27615721720077,1.04098877019994,3.7579,1.82080808080808,2.49108309990663,2.40108189537113,1.73051395007342,3.65076,2.6806622851365,1.787906020558,1.90188989317995,3.13289777777778,3.19615312791783,2.63270336894002,2.32741029854834,2.53249632892805,5.00393333333333,1.07210353327855,0.926199280040693,1.02236373596275,1.03798547215496,1.57407857142857,1.3211013215859,1.434,0.658922222222222,1.62084745762712,2.11119067183159,1.94932621199671,1.05979015334948,1.59021333333333,0.889064639824706,1.41693508627773,30,"{""type"":""Polygon"",""coordinates"":[[[34.21892939153743,31.33634345896066],[34.21881309836193,31.32732528011909],[34.2293240012663,31.32722506405622],[34.229441213762996,31.3362432168752],[34.21892939153743,31.33634345896066]]]}",0.210659898477157,2.27736040609137,2.16153628117914,1.87445416261743
"2","0_0000000000000000001e",29.0327822053051,25.8409182823837,20.8844653265136,26.3147020340193,26.7916617104794,22.7332104198882,21.5350818762143,40.5323658855715,25.4521398834305,27.4688176519567,34.6005162364696,28.2492839300583,29.6033638634471,36.2803497085762,27.4272273105745,23.2741673605329,25.5964696086594,25.0132250902026,24.4051861543951,29.4286388327188,41.5932001110186,30.0964474049403,22.0909741881765,29.1194758336307,34.3210102692201,25.7315570358035,28.8781709686372,19.7460033305579,22.5214196502914,29.3834804329725,17.1482167638079,22.9305995004163,33.6335276158757,31.5901629594386,21.9099678839063,19.3892946354229,22.3791840133222,27.0368442964196,30.7440271995559,27.9082986400222,32.3049720471036,24.0852741762817,18.9348994885215,30.3912810752944,28.3194480789818,24.3994032750486,21.4219539272828,30.4127631735459,23.8098945323342,23.4514571190674,25.9688592839301,28.5763411442845,31.6248820427422,39.4202093493517,29.2987986201974,23.747543713572,20.5697890646683,21.6060663732604,17.1631973355537,20.7080488481821,18.242431307244,14.3163197335554,23.6057327227311,20.0744796003331,10.8153899528171,17.03240632806,24.7776852622814,20.9775782086357,16.0431029697474,18.9791364339241,18.0804746044963,22.3446544546211,26.0910074937552,18.1954621149042,27.0512975298362,21.7216819317236,17.133721898418,24.0196502914238,20.9987510407993,18.9446877601998,18.5098751040799,16.9212697751873,17.0354565639745,14.8886761032473,14.8809860830261,16.2895864557313,14.2364279766861,12.4507910074938,21.4060921454344,14.9631973355537,3.69762697751873,4.82171801276714,2.6225922842076,6.71942428928274,8.513215177828,12.6980349708576,5.01698584512906,2.35358034970858,16.6196502914238,22.8092541929345,24.4615598112684,9.48821220411562,10.892936441854,12.2397307799056,16.0145156813766,31,"{""type"":""Polygon"",""coordinates"":[[[34.21881309836193,31.32732528011909],[34.21869688985947,31.31830266321354],[34.22920678861636,31.31820242212077],[34.2293240012663,31.32722506405622],[34.21881309836193,31.32732528011909]]]}",5.98278757346768,16.6020850825637,29.2057214825477,15.1891327815761
"3","0_0000000000000000001f",54.3014273719563,49.3600095957779,46.2506297229219,55.2249970013194,49.0466594698333,49.2908600215905,54.5363280156731,64.1244572388149,45.0318499860062,58.2044290512175,68.8168261964735,53.162143856703,58.8650041981528,64.6505625524769,50.9758786134101,46.8255961376994,57.9868513853904,51.6518611810803,58.0971272640038,52.1614009835672,62.4609851665267,58.4224881052337,52.8286607892527,65.7961357002919,49.4567730198713,53.7054715924993,54.4450321858382,42.955583543241,37.433879093199,59.4563560033585,31.9945913797929,37.8557794570389,63.8203330534565,48.696425572748,41.0478829315101,42.3306345208108,36.1268201991124,42.3029806884971,43.931673663588,46.3600755667506,51.7819839270721,44.4138658990044,46.7983447283195,48.2374835072568,52.2165407220823,55.3811083123426,42.2450461796809,60.6328775338851,35.4646495541962,43.2971572508096,47.9831234256927,44.7183999040422,57.7611670864819,63.4161688856903,58.1010075566751,42.1620067170445,36.7318499860062,39.997876934149,36.3428043660789,36.6681220263084,35.0397145256087,32.5171284634761,42.7873383711167,34.967324377274,31.2131542121467,36.471570109152,46.48094038623,34.0826616288833,36.7175902602855,39.1774499220343,43.7156801007557,39.742443324937,38.9702770780857,35.284648754548,40.841792611251,35.759932829555,32.533879093199,42.7981528127624,42.3089140778058,34.1954268122026,35.4408396305626,33.4892695214106,32.7566330814442,28.6282395745872,27.8177162048699,25.7758662188637,33.0367338371117,26.9184019031626,36.4910439406661,31.3403022670025,24.0376994122586,17.4625164927432,10.4638539042821,16.0484106992923,24.7868777737795,27.2495885810244,17.9554156171285,13.1711866778617,32.0345088161209,42.6063691975531,34.8226420375035,22.0230178721363,19.3223061852785,22.4538902882732,25.6857322777978,32,"{""type"":""Polygon"",""coordinates"":[[[34.21869688985947,31.31830266321354],[34.218580766030406,31.309284451768395],[34.229089575813155,31.309184287638942],[34.22920678861636,31.31820242212077],[34.21869688985947,31.31830266321354]]]}",8.13112416107383,22.2688338926175,37.3935162991371,19.1916706615532
"4","0_00000000000000000020",27.49934084372,41.1644055608821,27.1998302173218,34.0645493767977,31.2874400767018,27.577432885906,39.952125279642,36.116478906999,30.2581711409396,32.2444840604027,42.0538590604027,38.6994015659955,43.5790604026846,36.1800838926175,26.9011625119847,27.9564513422819,43.5438087248322,33.9890600031959,35.6533197507191,34.3767257909875,47.7888422818792,32.1647231543624,35.829398769575,40.3046999840205,31.1015659955257,34.7500978747204,34.9107662192394,29.3815016778524,29.5437290268456,39.5423993288591,23.4232102908277,23.8580425055928,37.2315995525727,30.414177852349,25.9457214765101,30.5868887823586,25.5816754554171,30.1592281879195,35.5050727069351,31.6720357941834,39.7100551294343,32.8696907957814,33.0052612655801,37.9719319271333,32.4612775647172,39.1122483221477,21.6495945190157,38.4155441035475,25.0336868807926,24.8875359539789,24.6535953978907,25.2197267497603,31.2646112975392,32.5187080536913,35.9216542825184,31.6372483221476,26.580788590604,25.0852229146692,24.6585206935123,23.9675055928412,23.8686409395973,25.1893456375839,22.3739932885906,22.5355005592841,22.7296280760626,18.7934899328859,29.3880369127517,21.1006871204858,24.071196868009,24.9108581016299,30.2720302013423,24.4035514541387,24.2047818791946,22.3666247203579,24.1684144295302,23.095822147651,23.4620805369128,27.3982732102908,25.0847874720358,21.958081655481,26.7065100671141,22.9171140939597,21.671336689038,23.8391359060403,21.7634707574305,17.5764121923937,24.1298517897092,20.2514960850112,24.7284675615213,22.4655620805369,28.9647231543624,24.1889022051774,14.3420441834452,23.8495565675935,19.3168024928092,24.7216610738255,27.0705536912752,26.9056907158837,19.2737416107383,29.3415028763183,24.9487695749441,19.4716922339406,15.9597175615213,16.2579418344519,18.8457394534995,33,"{""type"":""Polygon"",""coordinates"":[[[34.218580766030406,31.309284451768395],[34.218464642051046,31.30026175179449],[34.22897244767077,31.300161639224825],[34.229089575813155,31.309184287638942],[34.218580766030406,31.309284451768395]]]}",15.0868398994132,9.91458507963118,20.3264279726979,16.0619925757394
"5","0_00000000000000000046",5.79273789649416,4.91698679471789,5.22339135654262,5.12598816640234,5.32052808302808,6.07762938230384,4.99846638655462,5.21237494997999,6.78817220543807,6.52454090150251,5.30561344537815,5.09942202835333,4.09325526932084,5.25903171953256,3.79307523009204,3.39177467597208,5.83168449197861,4.58327768503061,3.79865403788634,3.69387835134054,6.0573143495254,4.16432943795214,4.03600840336135,3.79786222601765,4.18594537815126,5.99352492248987,3.00684474123539,3.09453781512605,3.4334243697479,5.0637061769616,4.84737896494157,3.55478223740393,5.249081232493,4.64172868122484,7.13730741712378,5.21318144499179,6.06334952563401,6.4144347826087,9.00190317195326,8.88853998926463,6.65575030012005,8.0487205801861,9.22863046044864,9.86202718817076,6.56009083633453,6.58759663865546,6.29580662393162,9.83833889816361,5.92675910364146,5.66580334268635,6.77664431673052,9.38280467445743,5.32203081232493,6.65520708283314,6.81671294747408,7.97687813021703,3.13769962623174,0.934357743097239,1.60991248097412,0.421647189760712,0.952621690862511,1.34122383252818,0.910945378151261,0.831190873678353,1.25585434173669,0.73377170509536,0.488465698832907,5.50886199220924,0.902337228714524,0.939751900760304,0.925987394957983,1.18815953654189,1.48795986622074,0.962415966386555,0.954255698005698,0.820784641068448,1.29482470784641,0.933478735005452,0.97202380952381,0.787499091239549,0.836750139120757,1.30957703927492,2.35107918263091,1.12664431673052,1.99846967167501,2.074149543379,2.42069614299153,2.76768067226891,1.9176085568327,1.74641068447412,2.02947860962567,1.59961424569828,1.23701820728291,1.65434056761269,0.976172300981462,1.89517647058824,3.3,2.25073706377858,1.38752927400468,1.47316006402561,1.34200840336134,0.788081298093008,1.34236227045075,1.25483916880159,1.31116503089786,71,"{""type"":""Polygon"",""coordinates"":[[[34.229558595733444,31.345265823808592],[34.229441213762996,31.3362432168752],[34.23994781774613,31.336142133156102],[34.24006620359683,31.345164687808058],[34.229558595733444,31.345265823808592]]]}",1.5928338762215,2.70374592833876,1.82328719723183,2.11389933909507
"6","0_00000000000000000047",8.75115150773249,11.4295558223289,8.30884553821529,9.98170468187275,9.65608643457383,9.73804627249357,9.80051820728292,10.7675110044018,10.6628571428571,11.189588688946,13.8360168067227,10.5203697478992,10.2094601542416,10.0219194515853,10.2314805922369,7.00316526610644,10.2248739495798,11.0464238788917,9.30853541416567,8.89283233293317,10.9135854341737,8.59374464438732,10.7427983193277,12.5586802721088,8.81791316526611,9.97767780634105,9.07200799771494,10.035,8.18915966386555,13.0270094258783,10.3452327906313,13.7004173669468,16.3193977591036,16.0638115246099,13.9025829354878,14.408481392557,13.8070948379352,16.6011996572408,15.3570394173093,15.9567226890756,18.947424969988,18.7636074429772,19.3674868404946,14.1561880279104,14.8985384153662,15.487906162465,12.2966806722689,20.4195495164647,13.314056022409,12.1678391356543,13.6584913965586,14.2962541314726,15.5679411764706,17.6877671068427,14.4330713673644,21.6871036846615,9.01139674378749,1.91596638655462,3.02442577030812,0.814438731790917,1.65243697478992,1.7818487394958,1.05661204481793,1.50995715509854,1.58294117647059,1.00629691876751,0.704324929971989,5.62468580405598,1.05591259640103,1.17431692677071,1.15701680672269,1.48606162464986,0.870192307692308,1.22609243697479,1.3415756302521,1.21502427877749,1.37176520994002,1.33306022408964,1.56059943977591,1.22238095238095,2.0057097972008,2.08467226890756,4.59697619047619,2.73691176470588,4.02341616680948,3.62751260504202,4.10901960784314,3.77408263305322,4.2822268907563,3.8136675235647,1.6203781512605,1.06120048019208,1.0803025210084,0.578122169176154,0.987707082833134,0.880252100840336,0.822857142857143,0.423921736646672,0.901628106255356,1.26126050420168,0.982263305322129,0.314078426572,0.688010568409026,1.02910364145658,0.729624649859944,72,"{""type"":""Polygon"",""coordinates"":[[[34.229441213762996,31.3362432168752],[34.2293240012663,31.32722506405622],[34.23982960134653,31.327124032094915],[34.23994781774613,31.336142133156102],[34.229441213762996,31.3362432168752]]]}",0.105632582322357,0.851061525129983,1.19871576506337,1.8219023629603
"7","0_00000000000000000048",15.8118446874124,18.846173254836,16.2560895510433,20.3177580199447,17.7923825543674,22.0741919980776,22.3966918979535,21.9571789018383,21.7772357723577,22.7917788057191,19.2451471825063,19.6192262405383,21.1155929352397,23.3640454163162,26.1799567463655,17.7928090832632,20.6782169890664,22.9534819175778,23.72057751612,21.0978893828347,24.2421502663303,23.6272918418839,21.6869806560135,26.8032960871481,21.8366975049061,28.0990958788898,24.7791000841043,22.4087888982338,16.4542052144659,25.7415138772077,17.0316232127839,21.63014437903,29.3230922343706,29.1182746605791,25.5523248828547,27.7041090952781,26.5389402859546,19.9160639192599,22.5465096719933,21.2404121110177,24.0949176979455,24.7914453922864,24.2223477111618,28.1791541511474,23.3687612639673,25.4845388281469,21.3895570507429,28.9153910849453,22.0791361287997,20.3324282109816,23.878204974168,21.8129640754536,26.5221054107093,29.274480355641,28.6955064279707,23.8711522287637,11.4263106251752,4.16045896912171,5.57049621530698,2.79660779366414,3.67594617325484,4.53456686291001,3.38216148023549,4.245514437903,3.8170451359686,3.78391925988225,2.72650967199327,7.36744683407425,3.45929632744603,2.76233329328367,3.39423885618166,3.31360527053546,3.6695856873823,4.08170531459009,2.91885337818895,3.40568544995795,3.53666947014298,3.20136669470143,3.6186543313709,3.33412671712924,4.2228763666947,3.63772918418839,3.74529015979815,3.16431174656574,4.27056149625536,4.62841463414634,4.31312026913373,3.4085225679843,4.03252032520325,3.39991589571068,1.34423885618167,1.38408025952181,1.34407064760303,0.917601826264568,2.30456566142016,1.746543313709,1.92304457527334,0.589066442388562,1.7706055508831,3.34476751171453,2.7959629941127,1.78017101205495,1.89327446033081,2.24321558732829,1.63012335295767,73,"{""type"":""Polygon"",""coordinates"":[[[34.2293240012663,31.32722506405622],[34.22920678861636,31.31820242212077],[34.239711299987,31.318101390882763],[34.23982960134653,31.327124032094915],[34.2293240012663,31.32722506405622]]]}",1.21679261125105,2.67510495382032,4.00721682459718,3.27821758426292
"8","0_00000000000000000049",44.9543934478754,50.4553406223717,48.8342765028635,50.2639793343746,48.7129640754536,55.5046978253034,51.3703672553967,58.4930433737835,49.7565713484721,58.7547939444912,64.5204541631623,54.4442052144659,64.1074684608915,69.735550883095,71.1863791100965,54.1555158396412,66.7891169049621,63.1360246705915,63.5647202531138,62.8394809563859,67.371110176619,57.6130361648444,65.5658424446313,67.7062056950619,60.7769834594898,72.588231006448,72.9010162601626,57.928826745164,40.3933067003084,64.1286963835156,37.0914564059434,57.0756728343146,65.7177488085226,66.8264207617446,49.9863630902319,61.70952781449,52.4025595738716,61.117409587889,49.8791253153911,47.4180403700589,58.2015619368016,61.8616244142737,56.8435179622732,62.5993632103809,63.7380752132645,63.5933277263807,46.8585225679843,59.456361888742,41.6388541791822,41.2316592574793,52.6971044094677,45.7013096239337,59.0983739837398,60.1840442148264,60.1867555769154,51.7187973086627,34.8402999719652,11.8863510753334,15.6485309784132,12.2574712643678,12.0647771236333,12.8371740958789,10.6378048780488,14.7462853938884,12.1428591453402,12.2207064760303,9.91123633305299,12.5000360446954,11.6725651808242,12.6623813528776,11.6346509671993,12.4532239977572,13.8880571909167,10.3617045135969,11.8588169329969,11.493023549201,11.6243061396131,9.9870199046818,10.7395906924586,11.5968909447715,11.3710723296888,12.5591084945332,10.4099523409027,12.0361928791702,11.9849653570427,11.7213975329408,12.1875665825624,9.79247266610597,11.5960050462574,8.57611438183348,5.20618166526493,8.52149465337018,4.19463134286515,4.55776763186351,7.45715487204133,11.033338940286,5.08999158957107,5.12947855340622,10.5112279226241,13.3007809684008,11.7210681244743,6.55741919980776,8.02504906083543,9.00584524810765,9.9162341303216,74,"{""type"":""Polygon"",""coordinates"":[[[34.22920678861636,31.31820242212077],[34.229089575813155,31.309184287638942],[34.23959316807925,31.309083282233043],[34.239711299987,31.318101390882763],[34.22920678861636,31.31820242212077]]]}",2.08597816960537,8.65264483627204,17.4736955739475,10.0980208708168
"9","0_0000000000000000004a",58.9503524370219,68.5312507509312,52.2127698345949,60.7144779526613,58.4936200889103,63.3304817974288,59.3514718250631,69.909047218551,52.113330529857,72.1585155592935,81.1589907485282,68.6366049901879,74.6774936921783,76.2832716568545,70.1958356361889,48.2603546397533,68.061850294365,73.0470223076615,64.1988866194081,72.5790239897473,78.1473226801234,74.7510092514718,69.0950602747407,72.7359465737515,62.6733823941688,66.9991014858425,70.4689094477152,58.3530908326325,47.9514507989908,66.5296383515559,36.8425777964676,51.5276002242781,73.8218979534623,65.4932215947775,49.9158476510874,53.7271536705515,43.5840125755937,56.000252312868,51.4672497897393,50.4922764227642,61.0221194280908,56.5595818815331,60.2696743962514,52.5334735071489,58.2968040370059,59.7060274740679,46.3231006447996,64.7797909407666,44.0147923425047,40.8486603388202,48.0342064159558,46.6664544034603,55.8136248948696,61.5073411029677,58.2006628218992,59.8253574432296,41.3919259882254,30.3802715367055,27.6584861227923,30.9776282590412,24.83456686291,31.4973507148865,33.4706980656014,29.2926969442108,22.9065801593977,28.0938603868797,23.4524810765349,25.6967159277504,28.0808102046538,27.7662020905923,24.9385365853659,25.4617858144099,31.4647603027754,27.4346009051224,27.8011213905243,24.0212405382675,17.3822119428091,25.7622582001682,25.7001541911971,25.8710260723297,25.7212615643398,26.7358284272498,20.7758901037286,24.095766750771,25.3918799311146,21.7923296888141,24.6671292402579,19.9583823941688,26.0064900476591,25.6264087468461,22.8542472666106,24.6129520605551,17.5460751331651,17.5787576594978,23.2402138651928,23.799882253995,19.1205214465938,22.9557190916737,29.4160218671152,31.7656734350595,27.1359686010653,20.2345188033161,21.677446033081,18.8989206616204,24.2406103568425,75,"{""type"":""Polygon"",""coordinates"":[[[34.229089575813155,31.309184287638942],[34.22897244767077,31.300161639224825],[34.23947503601569,31.300060685493566],[34.23959316807925,31.309083282233043],[34.229089575813155,31.309184287638942]]]}",21.1395465994962,18.2431570109152,31.7385150533765,21.4566870576946
"10","0_0000000000000000004b",34.0573172198172,33.8929894179894,25.2931537598204,32.8302308802309,27.1462000962001,30.1097402597403,37.317760942761,44.1797498797499,31.2668799102133,42.2980218855219,47.5227272727273,36.0265740740741,33.7941919191919,33.3803409090909,39.6807166907167,27.5100715488216,37.950202020202,35.8465307840308,37.0543009459676,36.6716069424403,32.6654601571268,45.3095538720539,31.6598947811448,36.5111111111111,30.3933950617284,34.1881776094276,28.9614197530864,35.4534511784512,25.95242003367,34.8605218855219,21.1284231200898,29.0699733445567,42.2798821548822,29.8446949655283,26.5734247234247,30.8656204906205,27.1574847683181,32.7422558922559,28.0030611672278,26.9172418630752,32.1795214045214,28.7857984607985,39.1924362674363,34.8072871572872,33.9007094757095,34.9296296296296,24.927258698092,35.5638047138047,25.176284672118,23.7243867243867,30.0722703222703,29.9488335738336,34.0252525252525,28.9988095238095,25.2611812570146,33.6800925925926,32.6327441077441,21.5200937950938,24.0155218855219,19.10221661055,19.7885353535354,21.3886363636364,18.5377398989899,18.4181537598204,21.2951038159372,15.7107070707071,18.7529966329966,21.8002865961199,20.9309624017957,21.8768157768158,24.5195622895623,22.8202132435466,24.5983585858586,23.9405784030784,21.9043490460157,20.4682744107744,22.1337542087542,22.5633698092031,17.2436377665544,17.5002384960718,22.9337205387205,21.9796085858586,19.6945230078563,14.3309736251403,20.5516915183582,19.7112443883277,20.6710578002245,18.6401094276094,21.2230808080808,23.1481060606061,17.1629208754209,15.0772005772006,15.6391554433221,17.3095358345358,16.4508056758057,15.5323400673401,18.0661616161616,15.050462962963,14.7247053872054,26.2974506974507,21.9407968574635,15.4847282347282,14.7901655443322,14.4984427609428,15.8936467853135,76,"{""type"":""Polygon"",""coordinates"":[[[34.22897244767077,31.300161639224825],[34.228855489003685,31.291143372212055],[34.23935698860057,31.291042495255205],[34.23947503601569,31.300060685493566],[34.22897244767077,31.300161639224825]]]}",19.8835570469799,17.0415268456376,26.7725071907958,19.005656759348
